rowID,hpwren_timestamp,air_pressure,air_temp,avg_wind_direction,avg_wind_speed,max_wind_direction,max_wind_speed,min_wind_direction,min_wind_speed,rain_accumulation,rain_duration,relative_humidity,time
207,2024-01-01 03:26:00,1013.16,6.04,148,1.31,350,1.92,104,0.97,0.0,0.0,49.72,2024-01-01 03:26:00
208,2024-01-01 03:27:00,1013.74,6.04,145,2.38,154,3.2,217,2.06,0.0,0.0,56.09,2024-01-01 03:27:00
209,2024-01-01 03:28:00,1013.84,6.05,315,1.97,271,2.26,221,1.33,0.0,0.0,40.24,2024-01-01 03:28:00
210,2024-01-01 03:29:00,1014.54,7.72,140,1.72,265,1.96,330,0.87,0.0,0.0,50.72,2024-01-01 03:29:00
211,2024-01-01 03:30:00,1013.54,6.08,285,2.08,359,2.87,104,1.47,0.0,0.0,40.91,2024-01-01 03:30:00
212,2024-01-01 03:31:00,1013.41,6.36,338,2.47,331,2.53,126,1.62,0.0,0.0,53.8,2024-01-01 03:31:00
213,2024-01-01 03:32:00,1013.35,6.28,110,2.25,15,2.62,264,1.99,0.0,0.0,49.53,2024-01-01 03:32:00
214,2024-01-01 03:33:00,1013.07,6.13,107,1.56,11,2.07,199,1.04,0.0,0.0,52.1,2024-01-01 03:33:00
215,2024-01-01 03:34:00,1013.42,5.65,280,2.37,74,2.93,251,1.92,0.0,0.0,45.68,2024-01-01 03:34:00
216,2024-01-01 03:35:00,1013.1,6.19,49,1.68,211,2.41,14,1.67,0.0,0.0,56.4,2024-01-01 03:35:00
217,2024-01-01 03:36:00,1013.33,5.42,13,2.11,178,2.46,225,1.55,0.0,0.0,55.21,2024-01-01 03:36:00
218,2024-01-01 03:37:00,1013.91,5.69,133,1.85,128,2.46,352,1.19,0.0,0.0,52.92,2024-01-01 03:37:00
219,2024-01-01 03:38:00,1012.75,5.57,75,1.89,282,2.48,104,1.3,0.0,0.0,49.35,2024-01-01 03:38:00
220,2024-01-01 03:39:00,1013.82,5.86,83,2.38,194,2.93,232,1.64,0.0,0.0,52.9,2024-01-01 03:39:00
221,2024-01-01 03:40:00,1013.91,6.98,342,1.48,267,2.12,318,0.91,0.0,0.0,46.47,2024-01-01 03:40:00
222,2024-01-01 03:41:00,1013.19,4.89,157,2.97,29,3.23,218,2.9,0.0,0.0,54.28,2024-01-01 03:41:00
223,2024-01-01 03:42:00,1012.19,6.17,285,1.09,8,1.17,276,0.97,0.0,0.0,58.25,2024-01-01 03:42:00
224,2024-01-01 03:43:00,1012.95,5.02,313,1.7,308,1.82,260,1.1,0.0,0.0,55.35,2024-01-01 03:43:00
225,2024-01-01 03:44:00,1013.9,5.59,93,2.19,309,2.41,340,1.92,0.0,0.0,46.35,2024-01-01 03:44:00
226,2024-01-01 03:45:00,1013.24,6.38,296,2.29,164,2.79,335,2.21,0.0,0.0,51.81,2024-01-01 03:45:00
227,2024-01-01 03:46:00,1012.75,5.87,93,1.95,192,2.79,189,1.52,0.0,0.0,43.53,2024-01-01 03:46:00
228,2024-01-01 03:47:00,1013.0,5.3,56,1.97,304,2.67,197,1.42,0.0,0.0,52.86,2024-01-01 03:47:00
229,2024-01-01 03:48:00,1013.67,5.48,163,2.21,259,3.0,352,1.88,0.0,0.0,52.25,2024-01-01 03:48:00
230,2024-01-01 03:49:00,1013.52,6.18,319,1.88,191,2.23,276,1.16,0.0,0.0,40.65,2024-01-01 03:49:00
231,2024-01-01 03:50:00,1013.13,5.48,97,2.7,78,3.1,335,2.06,0.0,0.0,44.19,2024-01-01 03:50:00
232,2024-01-01 03:51:00,1013.07,5.95,15,2.42,178,2.81,38,2.09,0.0,0.0,48.58,2024-01-01 03:51:00
233,2024-01-01 03:52:00,1013.05,5.87,343,2.44,90,2.63,161,1.69,0.0,0.0,48.5,2024-01-01 03:52:00
234,2024-01-01 03:53:00,1012.79,5.52,77,1.52,214,1.58,120,0.87,0.0,0.0,43.95,2024-01-01 03:53:00
235,2024-01-01 03:54:00,1014.06,6.92,345,1.96,78,2.55,261,1.32,0.0,0.0,51.94,2024-01-01 03:54:00
236,2024-01-01 03:55:00,1013.09,6.17,71,1.85,102,2.84,215,1.3,0.0,0.0,51.26,2024-01-01 03:55:00
237,2024-01-01 03:56:00,1013.86,4.84,269,1.5,110,1.67,311,1.49,0.0,0.0,49.03,2024-01-01 03:56:00
238,2024-01-01 03:57:00,1014.01,5.95,286,2.18,313,2.23,48,1.48,0.0,0.0,46.22,2024-01-01 03:57:00
239,2024-01-01 03:58:00,1013.75,5.53,65,1.73,246,2.51,91,1.35,0.0,0.0,55.24,2024-01-01 03:58:00
240,2024-01-01 03:59:00,1013.03,6.29,67,2.33,233,2.58,128,1.39,0.0,0.0,58.28,2024-01-01 03:59:00
241,2024-01-01 04:00:00,1013.45,5.47,192,1.46,81,2.29,320,0.64,0.0,0.0,47.58,2024-01-01 04:00:00
242,2024-01-01 04:01:00,1013.24,5.81,54,2.86,131,3.56,27,2.27,0.0,0.0,46.94,2024-01-01 04:01:00
243,2024-01-01 04:02:00,1012.8,6.12,167,1.55,234,2.5,355,1.3,0.0,0.0,52.46,2024-01-01 04:02:00
244,2024-01-01 04:03:00,1013.41,6.31,24,2.11,277,2.52,147,1.91,0.0,0.0,48.21,2024-01-01 04:03:00
245,2024-01-01 04:04:00,1012.66,5.27,130,2.4,334,3.06,327,2.06,0.0,0.0,49.3,2024-01-01 04:04:00
246,2024-01-01 04:05:00,1013.84,5.71,324,1.71,98,2.17,64,1.23,0.0,0.0,53.7,2024-01-01 04:05:00
247,2024-01-01 04:06:00,1013.02,5.64,101,2.43,37,3.06,217,2.13,0.0,0.0,40.45,2024-01-01 04:06:00
248,2024-01-01 04:07:00,1013.35,5.55,281,1.39,160,1.84,50,0.88,0.0,0.0,56.59,2024-01-01 04:07:00
249,2024-01-01 04:08:00,1013.39,6.77,295,2.73,116,2.92,304,2.56,0.0,0.0,50.36,2024-01-01 04:08:00
250,2024-01-01 04:09:00,1013.12,6.09,293,2.01,240,2.52,73,1.03,0.0,0.0,47.94,2024-01-01 04:09:00
251,2024-01-01 04:10:00,1013.54,5.26,262,1.7,25,2.23,198,1.59,0.0,0.0,49.55,2024-01-01 04:10:00
252,2024-01-01 04:11:00,1013.01,6.35,119,1.85,135,2.66,191,0.92,0.0,0.0,49.81,2024-01-01 04:11:00
253,2024-01-01 04:12:00,1013.69,6.95,230,2.4,49,3.14,188,1.49,0.0,0.0,41.34,2024-01-01 04:12:00
254,2024-01-01 04:13:00,1012.58,6.41,290,1.71,293,2.37,11,1.18,0.0,0.0,57.47,2024-01-01 04:13:00
255,2024-01-01 04:14:00,1013.31,5.14,160,1.63,297,1.74,238,0.91,0.0,0.0,50.21,2024-01-01 04:14:00
256,2024-01-01 04:15:00,1014.22,5.65,160,1.89,292,2.61,359,1.45,0.0,0.0,52.22,2024-01-01 04:15:00
257,2024-01-01 04:16:00,1012.75,6.53,77,1.41,153,1.91,80,0.78,0.0,0.0,54.76,2024-01-01 04:16:00
258,2024-01-01 04:17:00,1012.91,5.55,37,2.91,219,3.8,269,2.57,0.0,0.0,44.89,2024-01-01 04:17:00
259,2024-01-01 04:18:00,1013.51,6.12,27,1.72,139,2.64,289,1.42,0.0,0.0,52.37,2024-01-01 04:18:00
260,2024-01-01 04:19:00,1013.34,6.29,99,2.42,48,2.48,47,1.84,0.0,0.0,48.66,2024-01-01 04:19:00
261,2024-01-01 04:20:00,1013.43,5.44,293,2.1,141,2.92,316,1.6,0.0,0.0,54.23,2024-01-01 04:20:00
262,2024-01-01 04:21:00,1013.49,5.88,123,1.51,45,1.55,208,0.93,0.0,0.0,39.36,2024-01-01 04:21:00
263,2024-01-01 04:22:00,1013.57,4.29,91,2.0,162,2.37,34,1.71,0.0,0.0,49.5,2024-01-01 04:22:00
264,2024-01-01 04:23:00,1013.8,5.4,254,2.39,284,2.93,118,2.02,0.0,0.0,46.99,2024-01-01 04:23:00
265,2024-01-01 04:24:00,1013.45,5.79,96,1.91,267,2.06,64,1.83,0.0,0.0,52.16,2024-01-01 04:24:00
266,2024-01-01 04:25:00,1013.13,5.29,5,2.6,115,3.35,314,2.55,0.0,0.0,52.35,2024-01-01 04:25:00
267,2024-01-01 04:26:00,1013.59,6.73,168,2.51,81,2.52,241,2.26,0.0,0.0,46.46,2024-01-01 04:26:00
268,2024-01-01 04:27:00,1014.2,5.2,270,2.46,43,2.63,35,2.39,0.0,0.0,46.44,2024-01-01 04:27:00
269,2024-01-01 04:28:00,1013.18,5.7,107,1.77,193,2.35,251,1.67,0.0,0.0,49.45,2024-01-01 04:28:00
270,2024-01-01 04:29:00,1012.76,5.99,298,1.46,257,2.17,242,0.65,0.0,0.0,45.52,2024-01-01 04:29:00
271,2024-01-01 04:30:00,1013.8,6.64,46,1.69,272,2.61,41,1.65,0.0,0.0,54.21,2024-01-01 04:30:00
272,2024-01-01 04:31:00,1013.19,5.21,98,2.1,273,2.81,68,1.44,0.0,0.0,48.15,2024-01-01 04:31:00
273,2024-01-01 04:32:00,1012.16,6.51,13,2.27,277,2.94,106,2.0,0.0,0.0,35.47,2024-01-01 04:32:00
274,2024-01-01 04:33:00,1013.67,5.93,193,0.91,82,1.3,38,0.04,0.0,0.0,48.13,2024-01-01 04:33:00
275,2024-01-01 04:34:00,1012.98,5.44,156,2.0,57,2.0,68,1.52,0.0,0.0,44.81,2024-01-01 04:34:00
276,2024-01-01 04:35:00,1013.2,6.16,153,2.08,52,2.2,179,1.77,0.0,0.0,41.84,2024-01-01 04:35:00
277,2024-01-01 04:36:00,1013.42,6.03,114,1.86,0,2.39,11,1.34,0.0,0.0,43.81,2024-01-01 04:36:00
278,2024-01-01 04:37:00,1013.35,5.64,257,2.65,215,3.33,338,2.27,0.0,0.0,50.55,2024-01-01 04:37:00
279,2024-01-01 04:38:00,1013.6,5.97,144,2.21,316,2.63,203,1.65,0.0,0.0,56.64,2024-01-01 04:38:00
280,2024-01-01 04:39:00,1013.03,5.75,290,2.66,227,3.39,35,2.55,0.0,0.0,51.57,2024-01-01 04:39:00
281,2024-01-01 04:40:00,1013.51,6.0,9,1.89,253,2.41,125,0.89,0.0,0.0,46.97,2024-01-01 04:40:00
282,2024-01-01 04:41:00,1013.12,6.27,213,2.47,158,2.54,62,2.04,0.0,0.0,52.28,2024-01-01 04:41:00
283,2024-01-01 04:42:00,1013.62,6.74,232,2.82,286,3.01,331,2.47,0.0,0.0,47.7,2024-01-01 04:42:00
284,2024-01-01 04:43:00,1013.56,5.33,170,2.66,65,3.5,81,1.95,0.0,0.0,46.53,2024-01-01 04:43:00
285,2024-01-01 04:44:00,1012.78,7.01,20,1.45,308,2.17,306,1.09,0.0,0.0,44.23,2024-01-01 04:44:00
286,2024-01-01 04:45:00,1013.79,4.97,14,1.87,94,2.76,298,1.04,0.0,0.0,41.24,2024-01-01 04:45:00
287,2024-01-01 04:46:00,1012.98,5.87,125,1.83,252,1.95,33,1.38,0.0,0.0,48.05,2024-01-01 04:46:00
288,2024-01-01 04:47:00,1013.65,6.24,340,2.24,149,3.23,239,1.52,0.0,0.0,50.79,2024-01-01 04:47:00
289,2024-01-01 04:48:00,1013.43,6.09,340,2.34,22,2.55,96,2.23,0.0,0.0,49.52,2024-01-01 04:48:00
290,2024-01-01 04:49:00,1014.17,5.64,212,1.58,243,1.59,48,0.73,0.0,0.0,47.92,2024-01-01 04:49:00
291,2024-01-01 04:50:00,1013.14,5.85,187,2.03,214,3.03,145,1.29,0.0,0.0,45.27,2024-01-01 04:50:00
292,2024-01-01 04:51:00,1013.08,5.71,171,0.99,130,1.27,124,0.78,0.0,0.0,53.04,2024-01-01 04:51:00
293,2024-01-01 04:52:00,1013.24,5.66,246,2.72,342,3.39,188,2.57,0.0,0.0,43.41,2024-01-01 04:52:00
294,2024-01-01 04:53:00,1013.1,6.38,4,1.74,147,1.92,56,1.42,0.0,0.0,53.88,2024-01-01 04:53:00
295,2024-01-01 04:54:00,1013.65,6.14,230,2.03,108,2.61,348,1.05,0.0,0.0,44.99,2024-01-01 04:54:00
296,2024-01-01 04:55:00,1012.44,5.61,200,1.85,39,2.75,108,1.59,0.0,0.0,46.24,2024-01-01 04:55:00
297,2024-01-01 04:56:00,1012.72,6.41,148,2.57,120,2.89,4,2.11,0.0,0.0,42.67,2024-01-01 04:56:00
298,2024-01-01 04:57:00,1012.72,6.12,71,0.58,294,1.25,23,0.55,0.0,0.0,47.49,2024-01-01 04:57:00
299,2024-01-01 04:58:00,1013.73,6.37,225,1.99,119,2.18,220,1.59,0.0,0.0,54.88,2024-01-01 04:58:00
300,2024-01-01 04:59:00,1014.11,6.28,73,1.95,17,2.57,314,1.38,0.0,0.0,52.58,2024-01-01 04:59:00
301,2024-01-01 05:00:00,1013.2,5.55,306,1.77,168,2.11,293,0.82,0.0,0.0,54.89,2024-01-01 05:00:00
302,2024-01-01 05:01:00,1013.17,5.69,168,2.86,197,3.07,9,2.34,0.0,0.0,52.61,2024-01-01 05:01:00
303,2024-01-01 05:02:00,1013.29,6.34,248,1.56,142,1.87,164,0.74,0.0,0.0,44.48,2024-01-01 05:02:00
304,2024-01-01 05:03:00,1013.83,6.27,279,2.39,36,2.57,214,1.84,0.0,0.0,48.35,2024-01-01 05:03:00
305,2024-01-01 05:04:00,1012.79,5.96,151,2.18,185,3.08,125,2.14,0.0,0.0,46.1,2024-01-01 05:04:00
306,2024-01-01 05:05:00,1013.37,6.03,223,2.63,260,3.03,266,2.31,0.0,0.0,56.65,2024-01-01 05:05:00
307,2024-01-01 05:06:00,1013.74,6.61,224,1.67,230,1.92,279,1.09,0.0,0.0,44.02,2024-01-01 05:06:00
308,2024-01-01 05:07:00,1013.5,5.68,37,1.63,253,2.08,87,0.68,0.0,0.0,54.47,2024-01-01 05:07:00
309,2024-01-01 05:08:00,1013.34,6.25,43,2.55,328,2.87,113,1.69,0.0,0.0,54.46,2024-01-01 05:08:00
310,2024-01-01 05:09:00,1013.75,5.87,184,2.21,296,2.95,20,1.98,0.0,0.0,59.15,2024-01-01 05:09:00
311,2024-01-01 05:10:00,1011.9,5.87,240,1.23,9,2.2,147,1.01,0.0,0.0,47.95,2024-01-01 05:10:00
312,2024-01-01 05:11:00,1013.59,6.53,330,1.73,323,2.17,244,1.53,0.0,0.0,53.56,2024-01-01 05:11:00
313,2024-01-01 05:12:00,1012.92,6.39,350,2.19,229,3.05,265,1.27,0.0,0.0,61.41,2024-01-01 05:12:00
314,2024-01-01 05:13:00,1012.33,6.39,209,2.42,23,2.99,216,1.57,0.0,0.0,46.91,2024-01-01 05:13:00
315,2024-01-01 05:14:00,1013.51,6.63,22,1.66,77,1.82,239,0.89,0.0,0.0,42.32,2024-01-01 05:14:00
316,2024-01-01 05:15:00,1013.94,5.99,123,0.54,192,1.23,231,0.15,0.0,0.0,40.6,2024-01-01 05:15:00
317,2024-01-01 05:16:00,1013.18,6.32,85,2.26,108,2.77,231,1.76,0.0,0.0,53.56,2024-01-01 05:16:00
318,2024-01-01 05:17:00,1013.73,5.83,42,1.39,279,2.04,241,0.93,0.0,0.0,40.58,2024-01-01 05:17:00
319,2024-01-01 05:18:00,1014.06,6.15,39,0.99,262,1.88,189,0.74,0.0,0.0,48.14,2024-01-01 05:18:00
320,2024-01-01 05:19:00,1013.91,5.92,302,0.58,328,1.02,228,0.07,0.0,0.0,52.19,2024-01-01 05:19:00
321,2024-01-01 05:20:00,1014.07,6.03,168,2.41,354,3.31,65,2.38,0.0,0.0,50.93,2024-01-01 05:20:00
322,2024-01-01 05:21:00,1013.62,6.28,174,2.06,267,2.81,278,1.93,0.0,0.0,52.13,2024-01-01 05:21:00
323,2024-01-01 05:22:00,1013.29,5.58,19,1.89,340,2.38,268,1.0,0.0,0.0,51.11,2024-01-01 05:22:00
324,2024-01-01 05:23:00,1012.45,7.03,108,2.69,258,3.29,208,1.94,0.0,0.0,56.39,2024-01-01 05:23:00
325,2024-01-01 05:24:00,1013.13,5.48,192,2.32,334,2.65,15,1.9,0.0,0.0,45.24,2024-01-01 05:24:00
326,2024-01-01 05:25:00,1012.83,5.38,243,2.81,84,3.79,296,2.29,0.0,0.0,46.62,2024-01-01 05:25:00
327,2024-01-01 05:26:00,1014.34,6.57,323,1.3,9,1.97,219,0.93,0.0,0.0,46.14,2024-01-01 05:26:00
328,2024-01-01 05:27:00,1013.16,6.39,279,1.98,288,2.02,256,1.24,0.0,0.0,54.15,2024-01-01 05:27:00
329,2024-01-01 05:28:00,1013.31,6.3,227,1.19,301,1.52,267,0.41,0.0,0.0,54.5,2024-01-01 05:28:00
330,2024-01-01 05:29:00,1013.53,6.31,35,1.89,58,2.51,228,1.13,0.0,0.0,52.26,2024-01-01 05:29:00
331,2024-01-01 05:30:00,1013.27,5.99,44,1.88,307,1.94,118,1.16,0.0,0.0,55.92,2024-01-01 05:30:00
332,2024-01-01 05:31:00,1014.1,5.54,27,2.31,261,2.33,177,2.11,0.0,0.0,44.11,2024-01-01 05:31:00
333,2024-01-01 05:32:00,1012.94,6.03,153,2.02,284,2.47,19,1.68,0.0,0.0,58.34,2024-01-01 05:32:00
334,2024-01-01 05:33:00,1013.35,5.65,22,2.31,118,2.64,35,1.84,0.0,0.0,57.62,2024-01-01 05:33:00
335,2024-01-01 05:34:00,1012.88,6.48,206,2.35,167,2.79,334,2.02,0.0,0.0,53.68,2024-01-01 05:34:00
336,2024-01-01 05:35:00,1012.59,5.92,90,3.08,352,3.34,107,2.33,0.0,0.0,58.91,2024-01-01 05:35:00
337,2024-01-01 05:36:00,1012.94,5.58,358,1.84,188,2.0,188,1.51,0.0,0.0,41.72,2024-01-01 05:36:00
338,2024-01-01 05:37:00,1013.23,5.83,37,1.53,250,2.22,177,1.39,0.0,0.0,47.38,2024-01-01 05:37:00
339,2024-01-01 05:38:00,1013.04,6.2,227,2.12,323,2.63,95,1.72,0.0,0.0,46.32,2024-01-01 05:38:00
340,2024-01-01 05:39:00,1012.9,5.71,201,1.6,228,1.8,314,0.62,0.0,0.0,53.61,2024-01-01 05:39:00
341,2024-01-01 05:40:00,1012.55,5.59,349,2.74,189,3.06,19,2.51,0.0,0.0,44.75,2024-01-01 05:40:00
342,2024-01-01 05:41:00,1013.21,6.12,308,1.86,315,2.45,163,1.25,0.0,0.0,53.79,2024-01-01 05:41:00
343,2024-01-01 05:42:00,1012.5,6.12,253,1.72,123,1.79,96,1.29,0.0,0.0,56.85,2024-01-01 05:42:00
344,2024-01-01 05:43:00,1013.63,5.74,37,1.76,83,1.91,142,1.69,0.0,0.0,53.48,2024-01-01 05:43:00
345,2024-01-01 05:44:00,1013.29,5.76,220,2.36,296,2.43,61,1.87,0.0,0.0,51.42,2024-01-01 05:44:00
346,2024-01-01 05:45:00,1012.52,6.11,186,1.92,214,2.73,241,1.22,0.0,0.0,45.06,2024-01-01 05:45:00
347,2024-01-01 05:46:00,1013.1,5.27,42,1.68,236,2.43,237,1.17,0.0,0.0,45.77,2024-01-01 05:46:00
348,2024-01-01 05:47:00,1012.87,5.29,358,2.83,112,3.58,130,1.96,0.0,0.0,56.25,2024-01-01 05:47:00
349,2024-01-01 05:48:00,1013.41,5.64,113,1.57,216,2.29,92,1.28,0.0,0.0,53.9,2024-01-01 05:48:00
350,2024-01-01 05:49:00,1013.92,5.89,259,2.02,320,2.69,90,1.93,0.0,0.0,49.8,2024-01-01 05:49:00
351,2024-01-01 05:50:00,1012.31,6.15,4,2.33,245,2.81,132,1.39,0.0,0.0,47.91,2024-01-01 05:50:00
352,2024-01-01 05:51:00,1013.31,6.74,67,1.18,334,1.82,122,0.8,0.0,0.0,39.87,2024-01-01 05:51:00
353,2024-01-01 05:52:00,1013.17,6.43,227,2.24,318,2.28,341,1.66,0.0,0.0,44.65,2024-01-01 05:52:00
354,2024-01-01 05:53:00,1013.59,5.92,122,1.47,36,2.09,117,0.68,0.0,0.0,59.56,2024-01-01 05:53:00
355,2024-01-01 05:54:00,1013.36,5.99,172,2.41,63,3.19,197,2.09,0.0,0.0,43.6,2024-01-01 05:54:00
356,2024-01-01 05:55:00,1012.87,5.5,335,1.52,218,2.02,281,0.8,0.0,0.0,50.95,2024-01-01 05:55:00
357,2024-01-01 05:56:00,1013.09,5.99,152,2.35,341,2.71,0,2.21,0.0,0.0,55.04,2024-01-01 05:56:00
358,2024-01-01 05:57:00,1012.85,5.86,266,2.55,33,2.83,210,2.26,0.0,0.0,43.73,2024-01-01 05:57:00
359,2024-01-01 05:58:00,1013.79,6.16,156,2.43,38,3.07,262,2.29,0.0,0.0,50.92,2024-01-01 05:58:00
360,2024-01-01 05:59:00,1013.26,5.59,161,2.13,66,2.82,331,1.32,0.0,0.0,54.69,2024-01-01 05:59:00
361,2024-01-01 06:00:00,1014.2,6.26,213,1.88,208,2.75,211,1.66,0.0,0.0,50.06,2024-01-01 06:00:00
362,2024-01-01 06:01:00,1013.22,6.77,25,1.71,317,2.05,86,0.99,0.0,0.0,64.34,2024-01-01 06:01:00
363,2024-01-01 06:02:00,1012.9,5.95,291,2.74,343,3.51,152,1.8,0.0,0.0,41.66,2024-01-01 06:02:00
364,2024-01-01 06:03:00,1012.49,6.2,188,1.65,151,2.21,349,1.12,0.0,0.0,55.29,2024-01-01 06:03:00
365,2024-01-01 06:04:00,1012.35,6.34,121,1.48,198,2.36,186,0.94,0.0,0.0,49.14,2024-01-01 06:04:00
366,2024-01-01 06:05:00,1012.46,5.8,229,2.33,88,2.86,60,1.87,0.0,0.0,53.86,2024-01-01 06:05:00
367,2024-01-01 06:06:00,1013.38,6.11,58,1.6,247,2.12,284,1.27,0.0,0.0,52.21,2024-01-01 06:06:00
368,2024-01-01 06:07:00,1013.5,6.01,95,1.52,322,2.1,94,1.04,0.0,0.0,46.33,2024-01-01 06:07:00
369,2024-01-01 06:08:00,1012.46,6.05,261,1.28,78,2.03,273,0.68,0.0,0.0,51.14,2024-01-01 06:08:00
370,2024-01-01 06:09:00,1013.7,5.61,353,1.76,284,2.72,40,0.77,0.0,0.0,40.71,2024-01-01 06:09:00
371,2024-01-01 06:10:00,1013.01,6.01,311,1.96,329,2.03,146,1.02,0.0,0.0,53.02,2024-01-01 06:10:00
372,2024-01-01 06:11:00,1013.32,6.25,135,2.12,31,2.17,245,1.26,0.0,0.0,51.49,2024-01-01 06:11:00
373,2024-01-01 06:12:00,1014.06,6.72,349,2.48,86,3.42,131,1.59,0.0,0.0,53.19,2024-01-01 06:12:00
374,2024-01-01 06:13:00,1013.7,6.48,282,2.26,38,2.79,296,1.79,0.0,0.0,55.29,2024-01-01 06:13:00
375,2024-01-01 06:14:00,1013.12,7.07,119,1.9,100,2.51,122,1.24,0.0,0.0,51.84,2024-01-01 06:14:00
376,2024-01-01 06:15:00,1012.8,5.61,24,1.9,243,2.38,142,1.0,0.0,0.0,50.74,2024-01-01 06:15:00
377,2024-01-01 06:16:00,1012.17,6.43,341,2.26,231,2.35,181,1.87,0.0,0.0,45.59,2024-01-01 06:16:00
378,2024-01-01 06:17:00,1012.89,6.09,145,2.64,67,3.41,191,1.68,0.0,0.0,46.44,2024-01-01 06:17:00
379,2024-01-01 06:18:00,1013.14,7.09,11,2.06,191,2.81,206,1.64,0.0,0.0,55.93,2024-01-01 06:18:00
380,2024-01-01 06:19:00,1012.76,5.59,86,1.77,27,2.08,230,1.17,0.0,0.0,57.18,2024-01-01 06:19:00
381,2024-01-01 06:20:00,1013.18,5.58,108,1.5,269,1.81,21,0.79,0.0,0.0,48.81,2024-01-01 06:20:00
382,2024-01-01 06:21:00,1013.29,5.7,344,1.28,225,2.12,79,0.33,0.0,0.0,50.23,2024-01-01 06:21:00
383,2024-01-01 06:22:00,1013.14,4.93,265,2.33,76,2.4,129,2.09,0.0,0.0,45.48,2024-01-01 06:22:00
384,2024-01-01 06:23:00,1012.92,5.73,221,2.29,222,3.17,291,1.54,0.0,0.0,55.86,2024-01-01 06:23:00
385,2024-01-01 06:24:00,1013.33,5.61,73,2.29,166,2.55,275,1.77,0.0,0.0,53.33,2024-01-01 06:24:00
386,2024-01-01 06:25:00,1013.47,6.07,332,1.94,283,2.53,322,1.67,0.0,0.0,59.71,2024-01-01 06:25:00
387,2024-01-01 06:26:00,1012.7,6.16,309,2.7,191,3.64,54,1.92,0.0,0.0,45.61,2024-01-01 06:26:00
388,2024-01-01 06:27:00,1013.96,6.93,101,1.76,88,2.44,65,1.21,0.0,0.0,48.11,2024-01-01 06:27:00
389,2024-01-01 06:28:00,1013.2,6.47,136,2.48,31,2.89,226,1.82,0.0,0.0,51.16,2024-01-01 06:28:00
390,2024-01-01 06:29:00,1013.26,5.7,190,1.98,136,2.67,25,1.66,0.0,0.0,53.23,2024-01-01 06:29:00
391,2024-01-01 06:30:00,1013.6,5.54,141,1.7,155,2.04,252,1.22,0.0,0.0,48.92,2024-01-01 06:30:00
392,2024-01-01 06:31:00,1013.37,6.24,356,2.3,249,2.58,196,1.68,0.0,0.0,45.64,2024-01-01 06:31:00
393,2024-01-01 06:32:00,1013.73,5.33,72,2.2,94,3.2,129,1.8,0.0,0.0,54.41,2024-01-01 06:32:00
394,2024-01-01 06:33:00,1013.39,6.91,327,2.18,16,2.93,242,1.98,0.0,0.0,53.61,2024-01-01 06:33:00
395,2024-01-01 06:34:00,1012.94,6.58,166,2.04,116,2.68,311,1.08,0.0,0.0,45.42,2024-01-01 06:34:00
396,2024-01-01 06:35:00,1013.43,5.75,167,1.98,332,2.34,211,1.47,0.0,0.0,56.78,2024-01-01 06:35:00
397,2024-01-01 06:36:00,1012.68,5.13,53,3.19,310,3.24,189,2.46,0.0,0.0,55.85,2024-01-01 06:36:00
398,2024-01-01 06:37:00,1013.3,6.66,258,2.59,9,2.62,289,2.18,0.0,0.0,50.67,2024-01-01 06:37:00
399,2024-01-01 06:38:00,1013.23,5.93,110,2.36,79,2.91,225,2.0,0.0,0.0,50.4,2024-01-01 06:38:00
400,2024-01-01 06:39:00,1013.15,6.6,231,2.06,133,2.82,245,1.65,0.0,0.0,52.77,2024-01-01 06:39:00
401,2024-01-01 06:40:00,1013.19,5.19,160,2.5,202,3.04,55,2.09,0.0,0.0,45.69,2024-01-01 06:40:00
402,2024-01-01 06:41:00,1012.31,5.68,351,2.26,115,3.1,54,1.72,0.0,0.0,50.15,2024-01-01 06:41:00
403,2024-01-01 06:42:00,1012.98,5.99,326,2.01,219,2.04,275,1.47,0.0,0.0,39.24,2024-01-01 06:42:00
404,2024-01-01 06:43:00,1013.3,6.01,18,1.85,252,2.22,305,1.35,0.0,0.0,54.38,2024-01-01 06:43:00
405,2024-01-01 06:44:00,1013.33,5.76,289,1.96,168,2.2,339,1.83,0.0,0.0,42.19,2024-01-01 06:44:00
406,2024-01-01 06:45:00,1012.74,6.29,49,0.41,334,0.86,152,-0.09,0.0,0.0,57.52,2024-01-01 06:45:00
407,2024-01-01 06:46:00,1013.88,5.45,174,2.11,315,2.18,52,1.94,0.0,0.0,48.35,2024-01-01 06:46:00
408,2024-01-01 06:47:00,1012.82,5.91,301,1.76,204,2.71,110,1.63,0.0,0.0,48.94,2024-01-01 06:47:00
409,2024-01-01 06:48:00,1013.73,6.04,183,2.8,297,3.02,203,1.87,0.0,0.0,46.86,2024-01-01 06:48:00
410,2024-01-01 06:49:00,1013.46,6.23,184,2.01,247,2.93,111,1.41,0.0,0.0,48.56,2024-01-01 06:49:00
411,2024-01-01 06:50:00,1012.93,6.33,338,1.41,70,1.84,324,0.75,0.0,0.0,57.09,2024-01-01 06:50:00
412,2024-01-01 06:51:00,1014.14,5.41,306,1.98,155,2.97,257,1.58,0.0,0.0,37.56,2024-01-01 06:51:00
413,2024-01-01 06:52:00,1012.65,5.21,309,1.48,101,2.03,15,0.57,0.0,0.0,56.38,2024-01-01 06:52:00
