log_id,shipment_id,container_id,sensor_id,timestamp,temperature_celsius,humidity_percent,location_latitude,location_longitude,location_description,alarm_triggered,alarm_type,operator_id,remarks
190,SHIP_5,CONT_5,SENSOR_1,2025-12-20 04:22:00,8.00,34.3,-9.95554,67.79482,Warehouse,FALSE,,OP_10,
191,SHIP_5,CONT_2,SENSOR_1,2025-12-20 04:27:00,8.00,32.1,-1.52994,102.03219,Warehouse,FALSE,,OP_1,
192,SHIP_2,CONT_2,SENSOR_1,2025-12-20 04:32:00,8.00,38.5,64.38412,-112.45890,Warehouse,FALSE,,OP_7,
193,SHIP_1,CONT_4,SENSOR_1,2025-12-20 04:37:00,7.74,45.5,-50.77897,-69.90108,Warehouse,FALSE,,OP_6,
194,SHIP_4,CONT_1,SENSOR_1,2025-12-20 04:42:00,7.95,35.3,45.14509,-77.72418,Warehouse,FALSE,,OP_4,
195,SHIP_1,CONT_4,SENSOR_1,2025-12-20 04:47:00,8.00,42.1,17.35755,-138.29066,Warehouse,FALSE,,OP_2,
196,SHIP_3,CONT_1,SENSOR_1,2025-12-20 04:52:00,7.96,35.3,-56.45028,8.57563,Warehouse,FALSE,,OP_8,
197,SHIP_3,CONT_3,SENSOR_1,2025-12-20 04:57:00,7.79,44.9,-32.35986,40.00021,Warehouse,FALSE,,OP_1,
198,SHIP_2,CONT_5,SENSOR_1,2025-12-20 05:02:00,7.87,45.4,84.12094,-125.72762,Warehouse,FALSE,,OP_2,
199,SHIP_5,CONT_5,SENSOR_1,2025-12-20 05:07:00,7.63,48.9,-44.56094,-151.20116,Warehouse,FALSE,,OP_10,
200,SHIP_3,CONT_3,SENSOR_1,2025-12-20 05:12:00,7.48,49.4,-45.89247,9.71441,Warehouse,FALSE,,OP_10,
201,SHIP_5,CONT_1,SENSOR_1,2025-12-20 05:17:00,7.38,42.4,87.61168,76.98962,Warehouse,FALSE,,OP_5,
202,SHIP_5,CONT_1,SENSOR_1,2025-12-20 05:22:00,7.52,42.5,89.92405,54.41831,Warehouse,FALSE,,OP_5,
203,SHIP_5,CONT_2,SENSOR_1,2025-12-20 05:27:00,7.45,38.0,88.19794,80.30701,Warehouse,FALSE,,OP_2,
204,SHIP_4,CONT_3,SENSOR_1,2025-12-20 05:32:00,7.31,48.2,63.28758,128.04256,Warehouse,FALSE,,OP_7,
205,SHIP_1,CONT_3,SENSOR_1,2025-12-20 05:37:00,7.39,40.9,-85.79912,-73.09214,Warehouse,FALSE,,OP_7,
206,SHIP_3,CONT_1,SENSOR_1,2025-12-20 05:42:00,7.36,37.1,38.48686,-94.37445,Warehouse,FALSE,,OP_1,
207,SHIP_2,CONT_2,SENSOR_1,2025-12-20 05:47:00,7.02,47.6,-27.30193,-123.64965,Warehouse,FALSE,,OP_1,
208,SHIP_2,CONT_3,SENSOR_1,2025-12-20 05:52:00,6.99,49.4,88.80341,-173.69553,Warehouse,FALSE,,OP_8,
209,SHIP_5,CONT_4,SENSOR_1,2025-12-20 05:57:00,6.68,37.4,-78.44853,66.39581,Warehouse,FALSE,,OP_1,
210,SHIP_5,CONT_3,SENSOR_1,2025-12-20 06:02:00,6.54,45.6,-10.06195,112.01614,Warehouse,FALSE,,OP_9,
211,SHIP_2,CONT_1,SENSOR_1,2025-12-20 06:07:00,6.58,47.2,46.57414,-131.07199,Warehouse,FALSE,,OP_3,
212,SHIP_4,CONT_5,SENSOR_1,2025-12-20 06:12:00,6.32,45.4,3.53465,-159.00670,Warehouse,FALSE,,OP_4,
213,SHIP_4,CONT_4,SENSOR_1,2025-12-20 06:17:00,6.20,39.3,-62.26047,-39.69574,Warehouse,FALSE,,OP_4,
214,SHIP_3,CONT_5,SENSOR_1,2025-12-20 06:22:00,6.24,35.4,88.57800,55.88135,Warehouse,FALSE,,OP_8,
215,SHIP_4,CONT_1,SENSOR_1,2025-12-20 06:27:00,6.36,47.2,-81.39439,153.85181,Warehouse,FALSE,,OP_2,
216,SHIP_2,CONT_3,SENSOR_1,2025-12-20 06:32:00,6.65,43.6,45.39336,62.98026,Warehouse,FALSE,,OP_4,
217,SHIP_2,CONT_1,SENSOR_1,2025-12-20 06:37:00,6.73,35.6,-41.62944,-119.58471,Warehouse,FALSE,,OP_2,
218,SHIP_5,CONT_2,SENSOR_1,2025-12-20 06:42:00,6.58,30.3,-89.22949,-159.39584,Warehouse,FALSE,,OP_2,
219,SHIP_3,CONT_4,SENSOR_1,2025-12-20 06:47:00,10.08,35.1,-86.65119,-33.71672,Warehouse,FALSE,,OP_1,
220,SHIP_2,CONT_2,SENSOR_1,2025-12-20 06:52:00,8.00,35.0,-62.70593,31.51853,Warehouse,FALSE,,OP_2,
221,SHIP_1,CONT_3,SENSOR_1,2025-12-20 06:57:00,8.00,46.9,86.87408,170.59901,Warehouse,FALSE,,OP_10,
222,SHIP_2,CONT_2,SENSOR_1,2025-12-20 07:02:00,7.99,41.4,-70.92010,9.64821,Warehouse,FALSE,,OP_3,
223,SHIP_5,CONT_3,SENSOR_1,2025-12-20 07:07:00,7.62,30.2,81.96090,64.91446,Warehouse,FALSE,,OP_9,
224,SHIP_4,CONT_1,SENSOR_1,2025-12-20 07:12:00,9.72,34.3,-31.19208,-116.43851,Warehouse,FALSE,,OP_6,
225,SHIP_2,CONT_4,SENSOR_1,2025-12-20 07:17:00,9.90,41.1,64.29125,82.99761,Warehouse,FALSE,,OP_8,
226,SHIP_2,CONT_5,SENSOR_1,2025-12-20 07:22:00,8.00,35.3,-22.94178,-42.00034,Warehouse,FALSE,,OP_6,
227,SHIP_2,CONT_4,SENSOR_1,2025-12-20 07:27:00,8.00,32.0,60.03439,31.15360,Warehouse,FALSE,,OP_7,
228,SHIP_4,CONT_5,SENSOR_1,2025-12-20 07:32:00,8.00,33.0,77.38312,77.52391,Warehouse,FALSE,,OP_10,
229,SHIP_5,CONT_3,SENSOR_1,2025-12-20 07:37:00,8.00,36.2,-54.40399,167.92695,Warehouse,FALSE,,OP_8,
230,SHIP_3,CONT_1,SENSOR_1,2025-12-20 07:42:00,7.62,46.7,-67.28780,-34.92946,Warehouse,FALSE,,OP_10,
231,SHIP_1,CONT_2,SENSOR_1,2025-12-20 07:47:00,7.64,48.9,-50.38452,-25.63013,Warehouse,FALSE,,OP_5,
232,SHIP_2,CONT_5,SENSOR_1,2025-12-20 07:52:00,7.48,40.4,-74.24048,21.06170,Warehouse,FALSE,,OP_7,
233,SHIP_5,CONT_4,SENSOR_1,2025-12-20 07:57:00,7.43,33.9,50.27168,149.63502,Warehouse,FALSE,,OP_10,
234,SHIP_5,CONT_4,SENSOR_1,2025-12-20 08:02:00,7.38,39.8,-65.18527,-7.08308,Warehouse,FALSE,,OP_9,
235,SHIP_1,CONT_1,SENSOR_1,2025-12-20 08:07:00,7.73,37.6,-17.55550,65.83442,Warehouse,FALSE,,OP_9,
236,SHIP_2,CONT_1,SENSOR_1,2025-12-20 08:12:00,8.00,32.3,-83.03813,20.54692,Warehouse,FALSE,,OP_5,
237,SHIP_1,CONT_3,SENSOR_1,2025-12-20 08:17:00,7.97,32.7,74.15473,-6.27199,Warehouse,FALSE,,OP_7,
238,SHIP_2,CONT_2,SENSOR_1,2025-12-20 08:22:00,8.00,33.8,81.41124,-146.36884,Warehouse,FALSE,,OP_10,
239,SHIP_1,CONT_5,SENSOR_1,2025-12-20 08:27:00,8.00,34.8,-73.28072,-14.34593,Warehouse,FALSE,,OP_2,
240,SHIP_5,CONT_2,SENSOR_1,2025-12-20 08:32:00,8.00,34.7,-71.28820,25.18713,Warehouse,FALSE,,OP_10,
241,SHIP_1,CONT_1,SENSOR_1,2025-12-20 08:37:00,7.93,42.2,52.45311,173.26082,Warehouse,FALSE,,OP_1,
242,SHIP_1,CONT_3,SENSOR_1,2025-12-20 08:42:00,7.96,42.8,-70.59037,-153.52494,Warehouse,FALSE,,OP_5,
243,SHIP_4,CONT_2,SENSOR_1,2025-12-20 08:47:00,8.00,48.3,43.36736,23.12095,Warehouse,FALSE,,OP_7,
244,SHIP_1,CONT_5,SENSOR_1,2025-12-20 08:52:00,7.90,35.1,9.54201,-170.13715,Warehouse,FALSE,,OP_5,
245,SHIP_3,CONT_5,SENSOR_1,2025-12-20 08:57:00,8.00,34.2,30.06250,-155.70155,Warehouse,FALSE,,OP_6,
246,SHIP_5,CONT_1,SENSOR_1,2025-12-20 09:02:00,8.00,31.4,26.38402,82.27969,Warehouse,FALSE,,OP_2,
247,SHIP_4,CONT_2,SENSOR_1,2025-12-20 09:07:00,7.78,33.6,21.27115,-136.34715,Warehouse,FALSE,,OP_3,
248,SHIP_1,CONT_4,SENSOR_1,2025-12-20 09:12:00,7.72,38.7,-73.87017,116.61632,Warehouse,FALSE,,OP_6,
249,SHIP_3,CONT_3,SENSOR_1,2025-12-20 09:17:00,7.56,47.1,21.15046,-57.31122,Warehouse,FALSE,,OP_10,
250,SHIP_5,CONT_2,SENSOR_1,2025-12-20 09:22:00,7.60,45.1,-38.13274,97.98035,Warehouse,FALSE,,OP_4,
251,SHIP_1,CONT_5,SENSOR_1,2025-12-20 09:27:00,7.47,49.8,-34.84615,-9.32106,Warehouse,FALSE,,OP_4,
252,SHIP_2,CONT_2,SENSOR_1,2025-12-20 09:32:00,7.32,45.1,33.52895,-92.12270,Warehouse,FALSE,,OP_9,
253,SHIP_2,CONT_4,SENSOR_1,2025-12-20 09:37:00,7.42,44.2,49.42966,-116.98424,Warehouse,FALSE,,OP_2,
254,SHIP_3,CONT_4,SENSOR_1,2025-12-20 09:42:00,6.82,44.3,-58.27360,-45.73351,Warehouse,FALSE,,OP_7,
255,SHIP_3,CONT_2,SENSOR_1,2025-12-20 09:47:00,6.47,37.6,-51.04138,105.65964,Warehouse,FALSE,,OP_10,
256,SHIP_2,CONT_5,SENSOR_1,2025-12-20 09:52:00,5.97,44.0,52.04194,25.90593,Warehouse,FALSE,,OP_9,
257,SHIP_4,CONT_5,SENSOR_1,2025-12-20 09:57:00,10.23,34.2,2.99317,46.52606,Warehouse,FALSE,,OP_7,
258,SHIP_2,CONT_3,SENSOR_1,2025-12-20 10:02:00,8.00,39.1,53.62990,156.98434,Warehouse,FALSE,,OP_4,
259,SHIP_3,CONT_1,SENSOR_1,2025-12-20 10:07:00,8.00,44.0,-15.78555,-99.86544,Warehouse,FALSE,,OP_3,
260,SHIP_4,CONT_4,SENSOR_1,2025-12-20 10:12:00,8.00,34.6,80.57213,119.31362,Warehouse,FALSE,,OP_7,
261,SHIP_4,CONT_5,SENSOR_1,2025-12-20 10:17:00,7.88,40.4,9.26081,-116.52325,Warehouse,FALSE,,OP_6,
262,SHIP_5,CONT_1,SENSOR_1,2025-12-20 10:22:00,8.00,49.2,-85.07925,-140.54184,Warehouse,FALSE,,OP_10,
263,SHIP_1,CONT_3,SENSOR_1,2025-12-20 10:27:00,8.00,36.9,28.45921,8.64031,Warehouse,FALSE,,OP_8,
264,SHIP_4,CONT_5,SENSOR_1,2025-12-20 10:32:00,7.77,43.2,84.63327,158.16780,Warehouse,FALSE,,OP_5,
265,SHIP_1,CONT_3,SENSOR_1,2025-12-20 10:37:00,7.78,46.6,25.31597,94.89093,Warehouse,FALSE,,OP_3,
266,SHIP_2,CONT_3,SENSOR_1,2025-12-20 10:42:00,7.75,34.2,-64.74850,-17.25253,Warehouse,FALSE,,OP_10,
267,SHIP_2,CONT_5,SENSOR_1,2025-12-20 10:47:00,7.62,48.6,-44.17958,-171.35684,Warehouse,FALSE,,OP_5,
268,SHIP_4,CONT_5,SENSOR_1,2025-12-20 10:52:00,7.47,36.8,5.92137,-89.49701,Warehouse,FALSE,,OP_5,
269,SHIP_1,CONT_1,SENSOR_1,2025-12-20 10:57:00,7.40,45.9,-24.26762,160.23348,Warehouse,FALSE,,OP_1,
270,SHIP_5,CONT_4,SENSOR_1,2025-12-20 11:02:00,7.44,41.6,52.68078,-32.20594,Warehouse,FALSE,,OP_8,
271,SHIP_4,CONT_2,SENSOR_1,2025-12-20 11:07:00,7.20,44.5,-49.73972,-108.23788,Warehouse,FALSE,,OP_5,
272,SHIP_2,CONT_1,SENSOR_1,2025-12-20 11:12:00,7.27,30.1,-86.98251,30.39264,Warehouse,FALSE,,OP_7,
273,SHIP_5,CONT_1,SENSOR_1,2025-12-20 11:17:00,7.01,33.9,-16.54169,-60.91757,Warehouse,FALSE,,OP_3,
274,SHIP_1,CONT_3,SENSOR_1,2025-12-20 11:22:00,6.93,43.1,0.27788,157.11079,Warehouse,FALSE,,OP_7,
275,SHIP_3,CONT_1,SENSOR_1,2025-12-20 11:27:00,7.05,47.2,-81.16662,-135.93101,Warehouse,FALSE,,OP_6,
276,SHIP_3,CONT_4,SENSOR_1,2025-12-20 11:32:00,6.87,31.5,38.85282,-25.52196,Warehouse,FALSE,,OP_6,
277,SHIP_4,CONT_1,SENSOR_1,2025-12-20 11:37:00,7.17,35.0,-55.97088,-105.03356,Warehouse,FALSE,,OP_10,
278,SHIP_5,CONT_2,SENSOR_1,2025-12-20 11:42:00,7.38,33.5,11.29779,38.82243,Warehouse,FALSE,,OP_6,
279,SHIP_3,CONT_4,SENSOR_1,2025-12-20 11:47:00,7.17,34.0,-48.70499,162.97166,Warehouse,FALSE,,OP_4,
280,SHIP_3,CONT_2,SENSOR_1,2025-12-20 11:52:00,7.18,49.8,-50.97820,18.15197,Warehouse,FALSE,,OP_9,
281,SHIP_5,CONT_5,SENSOR_1,2025-12-20 11:57:00,7.22,35.8,-71.99920,51.99322,Warehouse,FALSE,,OP_7,
282,SHIP_5,CONT_5,SENSOR_1,2025-12-20 12:02:00,7.09,45.5,47.97260,152.53271,Warehouse,FALSE,,OP_5,
283,SHIP_4,CONT_2,SENSOR_1,2025-12-20 12:07:00,7.32,34.3,-2.84464,120.11188,Warehouse,FALSE,,OP_2,
284,SHIP_3,CONT_1,SENSOR_1,2025-12-20 12:12:00,7.37,47.0,-51.75418,87.48488,Warehouse,FALSE,,OP_6,
285,SHIP_3,CONT_4,SENSOR_1,2025-12-20 12:17:00,7.56,43.2,-71.28827,27.14848,Warehouse,FALSE,,OP_10,
286,SHIP_1,CONT_5,SENSOR_1,2025-12-20 12:22:00,7.57,47.7,-29.35569,-69.14863,Warehouse,FALSE,,OP_8,
287,SHIP_1,CONT_5,SENSOR_1,2025-12-20 12:27:00,7.31,46.0,-72.99846,64.76501,Warehouse,FALSE,,OP_3,
288,SHIP_4,CONT_2,SENSOR_1,2025-12-20 12:32:00,7.03,45.2,-21.38231,-71.77499,Warehouse,FALSE,,OP_8,
289,SHIP_2,CONT_2,SENSOR_2,2025-12-19 12:37:00,6.24,48.2,84.16640,-56.89764,Warehouse,FALSE,,OP_3,
290,SHIP_3,CONT_5,SENSOR_2,2025-12-19 12:42:00,6.28,47.5,20.81925,80.86781,Warehouse,FALSE,,OP_1,
291,SHIP_1,CONT_3,SENSOR_2,2025-12-19 12:47:00,6.61,32.6,-75.07866,-92.29663,Warehouse,FALSE,,OP_2,
292,SHIP_3,CONT_5,SENSOR_2,2025-12-19 12:52:00,6.43,42.2,10.04645,92.22787,Warehouse,FALSE,,OP_1,
293,SHIP_1,CONT_1,SENSOR_2,2025-12-19 12:57:00,6.38,35.1,55.22693,-94.66096,Warehouse,FALSE,,OP_1,
294,SHIP_1,CONT_5,SENSOR_2,2025-12-19 13:02:00,11.37,38.7,-68.85236,-113.15308,Warehouse,FALSE,,OP_4,
295,SHIP_3,CONT_1,SENSOR_2,2025-12-19 13:07:00,8.00,43.9,24.23038,102.48084,Warehouse,FALSE,,OP_10,
296,SHIP_5,CONT_4,SENSOR_2,2025-12-19 13:12:00,7.98,48.2,-37.68230,50.65177,Warehouse,FALSE,,OP_10,
297,SHIP_4,CONT_3,SENSOR_2,2025-12-19 13:17:00,8.00,44.3,56.44678,-28.99056,Warehouse,FALSE,,OP_1,
298,SHIP_1,CONT_1,SENSOR_2,2025-12-19 13:22:00,8.00,44.0,45.87901,-120.05594,Warehouse,FALSE,,OP_10,
299,SHIP_5,CONT_4,SENSOR_2,2025-12-19 13:27:00,8.00,42.4,66.34068,-69.38162,Warehouse,FALSE,,OP_9,
300,SHIP_1,CONT_3,SENSOR_2,2025-12-19 13:32:00,7.84,42.6,-67.40745,29.62633,Warehouse,FALSE,,OP_2,
301,SHIP_5,CONT_5,SENSOR_2,2025-12-19 13:37:00,7.54,31.9,-4.77739,-2.87783,Warehouse,FALSE,,OP_8,
302,SHIP_3,CONT_5,SENSOR_2,2025-12-19 13:42:00,7.22,31.4,23.76293,-119.02950,Warehouse,FALSE,,OP_9,
303,SHIP_5,CONT_4,SENSOR_2,2025-12-19 13:47:00,6.98,39.9,74.70001,-133.62554,Warehouse,FALSE,,OP_9,
304,SHIP_3,CONT_5,SENSOR_2,2025-12-19 13:52:00,7.06,46.0,10.66678,-74.42227,Warehouse,FALSE,,OP_6,
305,SHIP_4,CONT_2,SENSOR_2,2025-12-19 13:57:00,7.44,40.8,82.41681,-130.80522,Warehouse,FALSE,,OP_1,
306,SHIP_1,CONT_2,SENSOR_2,2025-12-19 14:02:00,7.55,48.2,-40.93311,21.05624,Warehouse,FALSE,,OP_5,
307,SHIP_4,CONT_2,SENSOR_2,2025-12-19 14:07:00,7.36,33.8,72.87804,24.79820,Warehouse,FALSE,,OP_3,
308,SHIP_1,CONT_3,SENSOR_2,2025-12-19 14:12:00,7.54,32.3,-61.28338,162.65463,Warehouse,FALSE,,OP_1,
309,SHIP_3,CONT_3,SENSOR_2,2025-12-19 14:17:00,7.27,32.7,42.79871,149.48537,Warehouse,FALSE,,OP_4,
310,SHIP_4,CONT_5,SENSOR_2,2025-12-19 14:22:00,7.29,33.8,49.06110,61.06116,Warehouse,FALSE,,OP_6,
311,SHIP_4,CONT_3,SENSOR_2,2025-12-19 14:27:00,6.99,37.5,-1.32595,143.30363,Warehouse,FALSE,,OP_3,
312,SHIP_2,CONT_2,SENSOR_2,2025-12-19 14:32:00,7.13,31.2,52.53469,-70.77307,Warehouse,FALSE,,OP_6,
313,SHIP_3,CONT_2,SENSOR_2,2025-12-19 14:37:00,7.34,32.6,8.90814,75.96179,Warehouse,FALSE,,OP_7,
314,SHIP_5,CONT_1,SENSOR_2,2025-12-19 14:42:00,6.98,40.6,82.99030,136.76351,Warehouse,FALSE,,OP_9,
315,SHIP_3,CONT_4,SENSOR_2,2025-12-19 14:47:00,6.81,46.6,88.90804,-41.52589,Warehouse,FALSE,,OP_7,
316,SHIP_4,CONT_4,SENSOR_2,2025-12-19 14:52:00,6.45,36.1,53.15716,166.33696,Warehouse,FALSE,,OP_1,
317,SHIP_2,CONT_4,SENSOR_2,2025-12-19 14:57:00,6.46,33.6,82.16559,-97.15999,Warehouse,FALSE,,OP_5,
318,SHIP_4,CONT_2,SENSOR_2,2025-12-19 15:02:00,6.60,40.4,-56.20374,-109.22503,Warehouse,FALSE,,OP_7,
319,SHIP_1,CONT_1,SENSOR_2,2025-12-19 15:07:00,6.68,38.6,72.14407,23.56043,Warehouse,FALSE,,OP_4,
320,SHIP_1,CONT_4,SENSOR_2,2025-12-19 15:12:00,6.47,36.4,67.19411,151.40502,Warehouse,FALSE,,OP_1,
321,SHIP_2,CONT_2,SENSOR_2,2025-12-19 15:17:00,6.62,46.5,-86.01431,-176.89713,Warehouse,FALSE,,OP_3,
322,SHIP_5,CONT_4,SENSOR_2,2025-12-19 15:22:00,6.50,35.4,59.28564,-78.28659,Warehouse,FALSE,,OP_9,
323,SHIP_4,CONT_3,SENSOR_2,2025-12-19 15:27:00,6.65,41.4,-49.65788,32.65595,Warehouse,FALSE,,OP_5,
324,SHIP_5,CONT_5,SENSOR_2,2025-12-19 15:32:00,6.91,41.5,-42.50005,98.34039,Warehouse,FALSE,,OP_8,
325,SHIP_2,CONT_1,SENSOR_2,2025-12-19 15:37:00,6.85,30.3,1.34629,-19.35419,Warehouse,FALSE,,OP_9,
326,SHIP_5,CONT_3,SENSOR_2,2025-12-19 15:42:00,7.01,39.6,20.10875,-92.94044,Warehouse,FALSE,,OP_9,
327,SHIP_5,CONT_5,SENSOR_2,2025-12-19 15:47:00,6.99,49.9,23.77300,117.82304,Warehouse,FALSE,,OP_4,
328,SHIP_1,CONT_2,SENSOR_2,2025-12-19 15:52:00,7.04,31.8,-68.95154,-109.25063,Warehouse,FALSE,,OP_9,
329,SHIP_3,CONT_2,SENSOR_2,2025-12-19 15:57:00,6.98,38.6,61.64085,-112.09434,Warehouse,FALSE,,OP_5,
330,SHIP_3,CONT_4,SENSOR_2,2025-12-19 16:02:00,7.05,46.6,-53.83702,41.43191,Warehouse,FALSE,,OP_3,
331,SHIP_3,CONT_1,SENSOR_2,2025-12-19 16:07:00,7.45,49.8,-59.53371,87.16586,Warehouse,FALSE,,OP_7,
332,SHIP_4,CONT_4,SENSOR_2,2025-12-19 16:12:00,7.30,37.3,-81.91409,140.84471,Warehouse,FALSE,,OP_6,
333,SHIP_2,CONT_3,SENSOR_2,2025-12-19 16:17:00,7.17,36.7,-4.51268,-8.04337,Warehouse,FALSE,,OP_6,
334,SHIP_1,CONT_1,SENSOR_2,2025-12-19 16:22:00,7.03,33.7,-10.08408,15.74259,Warehouse,FALSE,,OP_9,
335,SHIP_3,CONT_3,SENSOR_2,2025-12-19 16:27:00,7.08,48.0,-84.33042,60.10340,Warehouse,FALSE,,OP_10,
336,SHIP_1,CONT_4,SENSOR_2,2025-12-19 16:32:00,7.17,41.9,-88.19539,22.45115,Warehouse,FALSE,,OP_1,
337,SHIP_3,CONT_4,SENSOR_2,2025-12-19 16:37:00,7.06,38.0,-63.17342,-43.63042,Warehouse,FALSE,,OP_10,
338,SHIP_1,CONT_4,SENSOR_2,2025-12-19 16:42:00,6.94,31.0,8.53848,-72.68104,Warehouse,FALSE,,OP_2,
339,SHIP_1,CONT_4,SENSOR_2,2025-12-19 16:47:00,6.86,42.8,24.95166,135.97627,Warehouse,FALSE,,OP_8,
340,SHIP_5,CONT_3,SENSOR_2,2025-12-19 16:52:00,6.88,34.6,61.46428,163.31053,Warehouse,FALSE,,OP_7,
341,SHIP_2,CONT_2,SENSOR_2,2025-12-19 16:57:00,7.08,46.1,10.06828,-52.16359,Warehouse,FALSE,,OP_7,
342,SHIP_1,CONT_3,SENSOR_2,2025-12-19 17:02:00,6.44,44.8,82.37779,89.04801,Warehouse,FALSE,,OP_9,
343,SHIP_5,CONT_4,SENSOR_2,2025-12-19 17:07:00,6.32,41.2,-72.89522,165.99400,Warehouse,FALSE,,OP_4,
344,SHIP_3,CONT_4,SENSOR_2,2025-12-19 17:12:00,6.48,48.7,28.45410,86.82597,Warehouse,FALSE,,OP_7,
345,SHIP_5,CONT_4,SENSOR_2,2025-12-19 17:17:00,6.29,40.7,-1.27605,146.12047,Warehouse,FALSE,,OP_3,
346,SHIP_3,CONT_2,SENSOR_2,2025-12-19 17:22:00,6.12,45.4,-67.99426,130.81849,Warehouse,FALSE,,OP_10,
347,SHIP_1,CONT_2,SENSOR_2,2025-12-19 17:27:00,5.94,30.1,79.36952,-85.00205,Warehouse,FALSE,,OP_8,
348,SHIP_4,CONT_1,SENSOR_2,2025-12-19 17:32:00,5.77,37.0,52.29718,159.18574,Warehouse,FALSE,,OP_1,
349,SHIP_5,CONT_1,SENSOR_2,2025-12-19 17:37:00,5.57,33.5,-17.50731,24.42199,Warehouse,FALSE,,OP_9,
350,SHIP_2,CONT_3,SENSOR_2,2025-12-19 17:42:00,9.46,49.3,43.03265,-5.41191,Warehouse,FALSE,,OP_5,
351,SHIP_5,CONT_2,SENSOR_2,2025-12-19 17:47:00,8.00,30.1,21.26447,41.27498,Warehouse,FALSE,,OP_8,
352,SHIP_4,CONT_3,SENSOR_2,2025-12-19 17:52:00,8.00,35.9,-58.81375,-79.86075,Warehouse,FALSE,,OP_6,
353,SHIP_5,CONT_1,SENSOR_2,2025-12-19 17:57:00,11.61,38.5,-84.53867,44.48044,Warehouse,FALSE,,OP_10,
354,SHIP_3,CONT_1,SENSOR_2,2025-12-19 18:02:00,8.00,31.4,40.44026,-125.07813,Warehouse,FALSE,,OP_4,
355,SHIP_5,CONT_2,SENSOR_2,2025-12-19 18:07:00,8.00,45.5,-35.89114,170.63175,Warehouse,FALSE,,OP_4,
356,SHIP_5,CONT_2,SENSOR_2,2025-12-19 18:12:00,8.00,46.2,52.14629,139.01703,Warehouse,FALSE,,OP_5,
357,SHIP_3,CONT_1,SENSOR_2,2025-12-19 18:17:00,8.00,32.1,21.47397,160.46418,Warehouse,FALSE,,OP_2,
358,SHIP_2,CONT_5,SENSOR_2,2025-12-19 18:22:00,7.78,40.5,-44.93220,-53.09352,Warehouse,FALSE,,OP_9,
359,SHIP_5,CONT_4,SENSOR_2,2025-12-19 18:27:00,7.68,37.5,-78.32633,67.93903,Warehouse,FALSE,,OP_5,
360,SHIP_1,CONT_5,SENSOR_2,2025-12-19 18:32:00,7.53,47.1,38.61255,23.57798,Warehouse,FALSE,,OP_7,
361,SHIP_3,CONT_2,SENSOR_2,2025-12-19 18:37:00,7.74,42.8,75.19717,103.04694,Warehouse,FALSE,,OP_2,
362,SHIP_1,CONT_2,SENSOR_2,2025-12-19 18:42:00,7.74,38.0,-24.73210,116.33733,Warehouse,FALSE,,OP_1,
363,SHIP_1,CONT_4,SENSOR_2,2025-12-19 18:47:00,7.77,32.0,14.72053,108.18500,Warehouse,FALSE,,OP_2,
364,SHIP_4,CONT_5,SENSOR_2,2025-12-19 18:52:00,7.96,41.5,5.62196,103.78192,Warehouse,FALSE,,OP_6,
365,SHIP_5,CONT_5,SENSOR_2,2025-12-19 18:57:00,7.96,40.5,-17.15800,-100.14154,Warehouse,FALSE,,OP_3,
366,SHIP_2,CONT_1,SENSOR_2,2025-12-19 19:02:00,7.79,36.0,-74.94585,-43.93504,Warehouse,FALSE,,OP_4,
367,SHIP_5,CONT_2,SENSOR_2,2025-12-19 19:07:00,7.81,42.8,80.11515,-34.20988,Warehouse,FALSE,,OP_3,
368,SHIP_3,CONT_3,SENSOR_2,2025-12-19 19:12:00,7.44,30.4,15.05861,-36.32713,Warehouse,FALSE,,OP_10,
369,SHIP_4,CONT_5,SENSOR_2,2025-12-19 19:17:00,7.54,40.4,32.19793,29.31704,Warehouse,FALSE,,OP_8,
370,SHIP_5,CONT_1,SENSOR_2,2025-12-19 19:22:00,7.35,47.3,86.84440,-121.95315,Warehouse,FALSE,,OP_5,
371,SHIP_1,CONT_3,SENSOR_2,2025-12-19 19:27:00,7.26,47.4,-38.56996,128.19191,Warehouse,FALSE,,OP_6,
372,SHIP_3,CONT_2,SENSOR_2,2025-12-19 19:32:00,7.30,48.4,44.16448,109.46859,Warehouse,FALSE,,OP_4,
373,SHIP_1,CONT_1,SENSOR_2,2025-12-19 19:37:00,7.16,49.8,12.97264,-45.18130,Warehouse,FALSE,,OP_4,
374,SHIP_5,CONT_2,SENSOR_2,2025-12-19 19:42:00,11.33,33.9,-21.51688,145.67886,Warehouse,FALSE,,OP_2,
375,SHIP_2,CONT_2,SENSOR_2,2025-12-19 19:47:00,8.00,47.6,34.04234,-57.82940,Warehouse,FALSE,,OP_9,
376,SHIP_5,CONT_3,SENSOR_2,2025-12-19 19:52:00,7.74,31.1,88.61589,-130.25363,Warehouse,FALSE,,OP_8,
377,SHIP_4,CONT_5,SENSOR_2,2025-12-19 19:57:00,7.50,30.2,-12.94493,129.63480,Warehouse,FALSE,,OP_8,
378,SHIP_2,CONT_1,SENSOR_2,2025-12-19 20:02:00,7.37,38.5,-84.74757,25.71250,Warehouse,FALSE,,OP_6,
379,SHIP_4,CONT_2,SENSOR_2,2025-12-19 20:07:00,7.48,33.8,-30.73344,-133.29178,Warehouse,FALSE,,OP_6,
